SPSS_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,namecsv,SIMBAD,bestfitFLAG,ratioR,chiT,chiTadj,rchi2,rchi2adj,rchi2Badj,rchi2Radj,flaggap
HD_208202,1780303805784806784,  6.1252646,  6.5866389,  5.4961395,  1.0904994,NOT_AVAILABLE,      0,True, 27, 24,208202.fits.csv,OK,  1,     0.94,     0.07,     0.04,     6.09,     5.80,     0.99,     0.74 , 0
HD_208501,2198963817515042560,  5.4985867,  5.9433541,  4.8550096,  1.0883446,VARIABLE,      0,True, 39, 37,208501.fits.csv,VAR,  0,     3.66,     0.53,     0.89,    76.40,    39.31,    55.83,    12.82 , 0
HD_208906,1896891139712235008,  6.8194380,  7.0810351,  6.3830853,  0.6979499,NOT_AVAILABLE,      0,True, 27, 25,208906.fits.csv,OK,  0,  1735.27,     0.20,     0.18,    52.63,    52.57,     1.43,    68.95 , 1
HD_208947,2219270491601601152,  6.3819613,  6.3402481,  6.4161358, -0.0758877,NOT_AVAILABLE,      0,True, 27, 27,208947.fits.csv,BIN,  0,  1056.83,     0.16,     0.21,    34.48,    33.89,     5.69,    45.59 , 1
HD_209419,1981220898439832448,  5.7601080,  5.6991911,  5.8337708, -0.1345797,NOT_AVAILABLE,      0,True, 45, 41,209419.fits.csv,OK,  1,     1.04,     0.04,     0.04,     4.53,     4.43,     1.63,     1.69 , 0
HD_209819,2612171866450404992,  4.2509131,  4.2250137,  4.2975850, -0.0725713,NOT_AVAILABLE,      0,True, 26, 25,209819.fits.csv,SAT_BIN,  0,     0.96,     0.06,     0.05,     7.33,     5.64,     2.12,     1.93 , 0
HD_210295,2612247904551451264,  9.2960644,  9.7830200,  8.6357584,  1.1472616,NOT_AVAILABLE,      0,True, 36, 35,210295.fits.csv,ChP,  0,  2158.66,     0.44,     0.30,   118.09,   117.43,     5.60,   151.73 , 1
HD_210752,2619938606134863872,  7.3027425,  7.5781336,  6.8525958,  0.7255378,NOT_AVAILABLE,      0,True, 14, 16,210752.fits.csv,OK,  1,     0.94,     0.06,     0.04,     5.14,     3.79,     1.38,     1.67 , 0
HD_210807,2230744513908056192,  4.5459895,  5.0138607,  3.9265304,  1.0873303,NOT_AVAILABLE,      0,True, 30, 29,210807.fits.csv,OK,  1,     0.94,     0.06,     0.04,     5.69,     5.38,     0.80,     0.77 , 0
HD_210839,2199904449710846720,  4.9574842,  5.0844631,  4.7135515,  0.3709116,NOT_AVAILABLE,      0,True, 32, 30,210839.fits.csv,BS,  0,    99.99,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00 , 9
HD_210855,2198430859305721344,  5.1129427,  5.3810172,  4.6953392,  0.6856780,NOT_AVAILABLE,      0,True, 41, 40,210855.fits.csv,OK,  1,     0.94,     0.06,     0.04,     5.31,     4.52,     1.05,     1.45 , 0
HD_210889,1906169987060497536,  5.0159464,  5.5884643,  4.3044519,  1.2840123,NOT_AVAILABLE,      0,True, 46, 44,210889.fits.csv,OK,  1,     0.97,     0.05,     0.04,     6.06,     5.99,     0.70,     0.75 , 0
HD_210939,2204532156711194880,  5.0226450,  5.6158557,  4.2962170,  1.3196387,NOT_AVAILABLE,      0,True, 31, 29,210939.fits.csv,OK,  0,     1.16,     0.11,     0.06,     5.97,     5.20,     1.26,     0.77 , 0
HD_212496,2001387556602514304,  4.1309433,  4.6597300,  3.4506083,  1.2091217,NOT_AVAILABLE,      0,True, 47, 50,212496.fits.csv,DMS,  0,     1.11,     0.07,     0.06,     7.00,     6.55,     1.69,     0.80 , 0
HD_2126,2863897872444499328,  7.9378762,  8.4594488,  7.2557068,  1.2037420,NOT_AVAILABLE,      0,True, 66, 63,2126.fits.csv,OK,  1,     1.10,     0.06,     0.05,     6.16,     5.78,     1.09,     0.95 , 0
HD_212978,1909258339125411968,  6.1240649,  6.0369725,  6.2419906, -0.2050180,NOT_AVAILABLE,      0,True,108, 96,212978.fits.csv,DMS,  0,     1.06,     0.04,     0.05,     7.10,     6.31,     3.31,     2.02 , 0
HD_213660,1909123928127732480,  5.8445292,  5.9281440,  5.6588883,  0.2692556,NOT_AVAILABLE,      0,True, 88, 81,213660.fits.csv,OK,  0,    99.99,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00 , 9
HD_215373,1932994222486995968,  4.8547273,  5.3342342,  4.2281489,  1.1060853,NOT_AVAILABLE,      0,True, 98, 89,215373.fits.csv,OK,  1,     0.95,     0.06,     0.04,    10.76,    10.67,     0.88,     0.81 , 0
HD_216174,2003961238426647680,  5.0642190,  5.6798940,  4.3104753,  1.3694186,NOT_AVAILABLE,      0,True, 34, 32,216174.fits.csv,OK,  0,     1.21,     0.14,     0.08,     7.33,     5.30,     1.94,     1.13 , 0
HD_216228,2211820991085587584,  3.2224979,  3.8957498,  2.6125410,  1.2832088,NOT_AVAILABLE,      0,True, 25, 25,216228.fits.csv,SAT,  0,     1.04,     0.07,     0.07,     2.79,     2.81,     2.05,     1.08 , 0
HD_217014,2835207319109249920,  5.2832122,  5.6174655,  4.7888722,  0.8285933,NOT_AVAILABLE,      0,True, 29, 26,217014.fits.csv,OK,  1,     0.97,     0.05,     0.04,     4.25,     3.98,     0.75,     1.18 , 0
HD_217675,1931192500887330688,  3.5759740,  3.6662135,  3.6742334, -0.0080199,NOT_AVAILABLE,      0,True, 69, 70,217675.fits.csv,SAT_Be,  0,     1.24,     0.07,     0.10,     8.84,     4.19,     4.30,     2.14 , 0
HD_218029,2212347171817904640,  4.8701515,  5.4902253,  4.1271310,  1.3630943,NOT_AVAILABLE,      0,True, 31, 27,218029.fits.csv,OK,  1,     1.04,     0.05,     0.05,     4.23,     4.23,     0.56,     0.80 , 0
HD_218031,1985791121590368640,  4.3374939,  4.8822813,  3.6562140,  1.2260673,NOT_AVAILABLE,      0,True, 45, 45,218031.fits.csv,OK,  0,     1.15,     0.09,     0.05,     5.03,     4.39,     1.03,     0.85 , 0
HD_218470,1990895088922990976,  5.5673709,  5.7915902,  5.1898990,  0.6016912,NOT_AVAILABLE,      0,True, 53, 49,218470.fits.csv,OK,  1,     0.99,     0.04,     0.03,     6.17,     5.91,     1.49,     1.41 , 0
HD_218504,2399238623548868608,  7.9684296,  8.2461700,  7.5148063,  0.7313638,NOT_AVAILABLE,      0,True, 21, 21,218504.fits.csv,OK,  0,  1939.41,     0.22,     0.18,    47.03,    46.68,     1.66,    69.04 , 1
HD_218935,2845296369086334720,  5.9445858,  6.4176373,  5.2957592,  1.1218781,NOT_AVAILABLE,      0,True, 40, 38,218935.fits.csv,OK,  1,     1.00,     0.04,     0.03,     6.47,     6.44,     0.86,     0.67 , 0
HD_219134,2009481748875806976,  5.2318964,  5.7665758,  4.5502343,  1.2163415,NOT_AVAILABLE,      0,True, 38, 34,219134.fits.csv,VAR,  0,  8725.51,     0.66,  3247.45,   159.07,    22.97,    19.33,    22.59 , 1
HD_219945,1942451431236802816,  5.1633039,  5.6778669,  4.5006456,  1.1772213,NOT_AVAILABLE,      0,True, 58, 54,219945.fits.csv,OK,  1,     1.05,     0.04,     0.04,     6.75,     6.72,     0.64,     0.83 , 0
HD_219962,1942432705179524864,  5.9856210,  6.5363812,  5.2836289,  1.2527523,NOT_AVAILABLE,      0,True, 62, 61,219962.fits.csv,OK,  1,     1.07,     0.06,     0.04,     8.41,     8.33,     0.75,     0.72 , 0
HD_220117,1916954478140560640,  5.6535587,  5.8865876,  5.2670183,  0.6195693,NOT_AVAILABLE,      0,True, 52, 48,220117.fits.csv,OK,  1,     1.05,     0.04,     0.04,     4.58,     4.59,     1.34,     1.28 , 0
HD_220575,1923557384765462528,  6.6875844,  6.6927571,  6.6281581,  0.0645990,NOT_AVAILABLE,      0,True, 66, 62,220575.fits.csv,OK,  0,    51.83,     0.09,     0.13,    15.99,    14.14,    11.39,    15.87 , 0
HD_221170,2869759781250083200,  7.2995653,  7.9154449,  6.5361032,  1.3793416,NOT_AVAILABLE,      0,True, 48, 44,221170.fits.csv,ChP,  0,  4539.04,     0.50,     0.54,    84.73,    78.07,    18.59,   103.08 , 1
HD_221345,1920113512486282240,  4.9221826,  5.4556527,  4.2365890,  1.2190638,NOT_AVAILABLE,      0,True, 52, 49,221345.fits.csv,OK,  0,     1.13,     0.09,     0.06,     5.81,     5.01,     1.53,     0.90 , 0
HD_221830,2871338405072089088,  6.7054229,  7.0168366,  6.2213588,  0.7954779,NOT_AVAILABLE,      0,True, 62, 52,221830.fits.csv,OK,  0,     1.17,     0.06,     0.05,     6.97,     6.05,     2.33,     1.14 , 0
HD_221861,2227677902962865664,  5.1739912,  6.1247220,  4.2247581,  1.8999639,NOT_AVAILABLE,      0,True, 28, 27,221861.fits.csv,OK,  0,     4.13,     0.52,     0.38,    21.39,     6.43,     4.43,     4.55 , 0
HD_222107,1939115478598580352,  3.4043529,  4.0063882,  2.7368500,  1.2695382,NOT_AVAILABLE,      0,True, 47, 47,222107.fits.csv,SAT_VAR,  0,  2831.98,     0.30,     0.31,    43.05,    43.04,     3.84,    55.57 , 1
HD_222404,2281778105594488192,  2.9429574,  3.6605105,  2.4036362,  1.2568743,NOT_AVAILABLE,      0,True, 31, 31,222404.fits.csv,SAT_BIN,  0,     0.89,     0.17,     0.12,     4.15,     2.65,     2.57,     1.52 , 0
HD_222439,1926476042681491712,  4.1479979,  4.0898881,  4.1681471, -0.0782590,NOT_AVAILABLE,      0,True, 58, 53,222439.fits.csv,SAT,  0,     0.99,     0.07,     0.06,     9.40,     6.79,     3.03,     2.42 , 0
HD_223047,1938979585834537728,  4.6506400,  5.2111011,  3.9656386,  1.2454624,NOT_AVAILABLE,      0,True, 55, 55,223047.fits.csv,DMS,  0,  2660.78,     0.28,     0.31,    85.23,    85.22,     2.13,   116.83 , 1
HD_223165,1999333119114597632,  4.5690794,  5.1245708,  3.8729057,  1.2516651,NOT_AVAILABLE,      0,True, 42, 40,223165.fits.csv,OK,  1,     1.09,     0.05,     0.04,     4.59,     4.53,     0.64,     0.85 , 0
HD_223385,2012942564813958656,  5.2931671,  5.6775165,  4.6201510,  1.0573654,VARIABLE,      0,True, 26, 27,223385.fits.csv,DMS,  0,     3.26,     0.49,     0.71,    36.69,    22.81,    32.44,     8.18 , 0
HD_223460,2879545297298063488,  5.6387744,  6.0688405,  5.0395269,  1.0293136,NOT_AVAILABLE,      0,True, 36, 33,223460.fits.csv,VAR,  0,    80.87,     0.14,     0.10,    13.07,    10.46,     3.25,    13.08 , 0
HD_223869,2852670278177474560,  7.2606454,  7.7430153,  6.6122737,  1.1307416,NOT_AVAILABLE,      0,True, 40, 40,223869.fits.csv,OK,  0,    99.99,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00 , 9
HD_224458,2867300964012245888,  7.9636636,  8.4992657,  7.2720041,  1.2272615,NOT_AVAILABLE,      0,True, 48, 45,224458.fits.csv,OK,  0,   647.44,     0.83,     0.45,   118.38,   117.84,   167.49,    50.87 , 1
HD_224801,386569051169184384,  6.3326764,  6.2956743,  6.3599229, -0.0642486,VARIABLE,      0,True, 46, 42,224801.fits.csv,VAR,  0,     1.08,     0.05,     0.04,     3.03,     2.49,     1.38,     1.39 , 0
HD_224930,2853900872207888768,  5.5958757,  5.9115629,  4.9825454,  0.9290175,NOT_AVAILABLE,      0,True, 68, 60,224930.fits.csv,BIN,  0,  2164.16,     0.22,     0.22,    55.67,    55.68,     2.37,    80.97 , 1
HD_225180,429929219935781248,  5.8071289,  5.9780526,  5.4728417,  0.5052109,NOT_AVAILABLE,      0,True, 39, 36,225180.fits.csv,OK,  0,     2.99,     0.25,     0.39,    31.18,    17.92,    24.86,     5.87 , 0
HD_225239,2876698936572615424,  5.9299216,  6.2602878,  5.4159098,  0.8443780,NOT_AVAILABLE,      0,True, 42, 36,225239.fits.csv,BIN,  0,  2062.38,     0.20,     0.20,    36.78,    36.78,     1.20,    53.23 , 1
HD_232078,4321939179572488960,  7.6649532,  8.8592768,  6.5978599,  2.2614169,VARIABLE,      0,True, 35, 35,232078.fits.csv,VAR,  0, 11337.81,     0.69,     0.62,    24.91,    22.18,     8.04,    26.64 , 1
HD_233891,791207369054700160,  8.5718851,  9.0208626,  7.9446950,  1.0761676,NOT_AVAILABLE,      0,True, 83, 80,233891.fits.csv,OK,  0,  7675.92,     0.62,  3255.51,   222.36,    41.47,    45.37,    30.98 , 1
HD_237846,1049376272667191552,  9.7105503, 10.1208191,  9.1121397,  1.0086794,NOT_AVAILABLE,      0,True, 51, 48,237846.fits.csv,ChP,  0,  8695.51,     0.61,  3643.76,   187.21,    63.40,    85.93,    28.84 , 1
HD_237903,853820948481913472,  8.0844603,  8.8716087,  7.2207060,  1.6509027,NOT_AVAILABLE,      0,True, 40, 44,237903.fits.csv,OK,  0,     0.93,     0.08,     0.05,     9.54,     9.11,     1.22,     1.46 , 0
HD_24421,251738448519542144,  6.6869044,  6.9473524,  6.2553706,  0.6919818,NOT_AVAILABLE,      0,True, 39, 40,24421.fits.csv,OK,  0,  3938.55,     0.30,  3849.93,    87.96,    44.06,    46.49,    45.08 , 1
HD_2454,2751054066372848768,  5.9420376,  6.1640701,  5.5607958,  0.6032743,NOT_AVAILABLE,      1,True, 36, 33,2454.fits.csv,BIN,  0,     0.96,     0.07,     0.05,     5.95,     4.50,     1.67,     1.66 , 0
HD_249,2853632350851537536,  7.0546212,  7.5651178,  6.3813124,  1.1838055,NOT_AVAILABLE,      0,True, 51, 41,249.fits.csv,OK,  0,    79.13,     0.05,     0.04,     9.88,     9.80,     0.85,    12.99 , 0
HD_25173,550744725816341760,  7.0821285,  7.3511767,  6.6378884,  0.7132883,NOT_AVAILABLE,      0,True, 49, 51,25173.fits.csv,OK,  0,  3771.02,     0.30,  3828.03,    79.92,    50.58,    54.54,    51.17 , 1
HD_25291,470456462615652864,  4.8538966,  5.1511140,  4.3935671,  0.7575469,NOT_AVAILABLE,      0,True, 38, 32,25291.fits.csv,OK,  0,     1.90,     0.28,     0.37,    32.95,    11.84,    11.27,     5.28 , 0
HD_25329,219057458247921536,  8.2321091,  8.6972532,  7.5901484,  1.1071048,NOT_AVAILABLE,      0,True, 51, 47,25329.fits.csv,OK,  1,     0.93,     0.08,     0.04,     8.36,     6.84,     1.58,     1.15 , 0
HD_25621,3259758514127331328,  5.2193494,  5.4831181,  4.8106365,  0.6724815,NOT_AVAILABLE,      0,True, 34, 29,25621.fits.csv,OK,  0,     1.16,     0.08,     0.06,     6.85,     4.98,     1.94,     1.01 , 0
HD_25642,247637579387146368,  4.2362909,  4.2527342,  4.1997833,  0.0529509,NOT_AVAILABLE,      0,True, 55, 54,25642.fits.csv,SAT,  0,     0.92,     0.07,     0.06,    14.12,    10.44,     4.22,     3.14 , 0
HD_25940,246137776809763712,  3.9444187,  3.9575036,  3.8709404,  0.0865631,NOT_AVAILABLE,      0,True, 54, 52,25940.fits.csv,SAT_Be,  0,     1.42,     0.14,     0.26,    27.33,    15.15,    16.82,     4.32 , 0
HD_25975,225643223661003392,  5.8268695,  6.2937202,  5.1950274,  1.0986929,NOT_AVAILABLE,      0,True, 43, 42,25975.fits.csv,OK,  0,     0.88,     0.14,     0.08,     8.09,     6.88,     1.86,     1.34 , 0
HD_2628,2858826134543154304,  5.1309109,  5.2778897,  4.8757911,  0.4020987,NOT_AVAILABLE,      0,True, 55, 50,2628.fits.csv,VAR,  0,     1.14,     0.06,     0.08,     5.87,     5.45,     4.18,     1.29 , 0
HD_26297,5097726306014470016,  7.0985155,  7.7109160,  6.3433785,  1.3675375,NOT_AVAILABLE,      0,True, 39, 33,26297.fits.csv,ChP,  0,   113.45,     0.35,     0.28,    33.50,    14.26,    13.18,    13.13 , 0
HD_26574,3196359642878570368,  3.9739523,  4.1410780,  3.6696036,  0.4714744,NOT_AVAILABLE,      0,True, 41, 39,26574.fits.csv,SAT_VAR,  0,     0.95,     0.12,     0.09,    12.52,     7.29,     2.86,     2.22 , 0
HD_2665,421805237748755968,  7.4718328,  7.9160538,  6.8404746,  1.0755792,NOT_AVAILABLE,      0,True, 67, 59,2665.fits.csv,OK,  0,  2452.42,     0.26,     0.25,    83.39,    83.34,     4.37,   112.17 , 1
HD_26965,3195919528989223040,  4.1798940,  4.6109948,  3.5697494,  1.0412455,NOT_AVAILABLE,      0,True, 34, 35,26965.fits.csv,VAR/Planet,  0,  2006.99,     0.30,     0.24,    78.11,    78.00,     1.78,   105.95 , 1
HD_27022,477209491229638528,  5.0496335,  5.4661570,  4.4742117,  0.9919453,NOT_AVAILABLE,      0,True, 68, 65,27022.fits.csv,OK,  1,     0.95,     0.09,     0.05,    10.16,     9.65,     1.27,     0.86 , 0
HD_27295,49415527182759296,  5.4806013,  5.4408331,  5.5323744, -0.0915413,NOT_AVAILABLE,      0,True, 46, 36,27295.fits.csv,VAR,  0,     0.96,     0.06,     0.05,     8.08,     5.44,     3.11,     2.26 , 0
HD_27371,3312052249215275904,  3.4027567,  3.9732533,  2.7682908,  1.2049625,NOT_AVAILABLE,      0,True, 24, 24,27371.fits.csv,SAT_DMS,  0,     0.99,     0.06,     0.05,     5.52,     5.42,     1.20,     0.90 , 0
HD_27382,152375376557185152,  4.5994477,  5.2030163,  3.8626773,  1.3403389,NOT_AVAILABLE,      0,True, 46, 45,27382.fits.csv,OK,  0,     1.20,     0.12,     0.07,     9.89,     8.90,     1.70,     1.02 , 0
HD_27697,3314024566919613952,  3.5160439,  4.0634561,  2.8761232,  1.1873329,NOT_AVAILABLE,      0,True, 48, 48,27697.fits.csv,SAT_BIN,  0,     0.98,     0.08,     0.06,     6.94,     6.80,     2.11,     0.93 , 0
HD_27971,171503786502766592,  5.0308990,  5.5138526,  4.3905635,  1.1232891,NOT_AVAILABLE,      0,True, 22, 22,27971.fits.csv,OK,  0,     0.89,     0.12,     0.07,     4.64,     3.40,     1.49,     1.21 , 0
HD_28099,3313689422030650496,  7.9506831,  8.2770023,  7.4574008,  0.8196015,VARIABLE,      0,True, 45, 43,28099.fits.csv,VAR,  0,  1868.83,     0.19,     0.19,    62.41,    62.41,     0.72,    81.65 , 1
HD_28100,3310973422151441024,  4.4098325,  4.9079905,  3.7671897,  1.1408007,NOT_AVAILABLE,      0,True, 51, 47,28100.fits.csv,OK,  0,     1.05,     0.04,     0.04,     7.54,     7.54,     0.86,     0.75 , 0
HD_28292,3312910967798031360,  4.6231513,  5.2066646,  3.9090772,  1.2975874,NOT_AVAILABLE,      0,True, 37, 36,28292.fits.csv,DMS,  0,     1.00,     0.05,     0.04,     5.20,     5.15,     0.69,     0.93 , 0
HD_28305,48026706558487040,  3.2804532,  3.8989339,  2.6619565,  1.2369773,NOT_AVAILABLE,      0,True, 37, 36,28305.fits.csv,SAT_DMS_Planet,  0,     1.03,     0.08,     0.08,     4.15,     4.15,     2.15,     1.08 , 0
HD_28307,3312748824193704832,  3.5771210,  4.1342030,  2.9722531,  1.1619499,NOT_AVAILABLE,      0,True, 42, 41,28307.fits.csv,SAT_BIN,  0,     0.95,     0.09,     0.06,     5.86,     5.50,     1.64,     0.94 , 0
HD_28527,3312849326428424704,  4.7520289,  4.8255715,  4.5926208,  0.2329507,NOT_AVAILABLE,      1,True, 38, 34,28527.fits.csv,VAR,  0,     1.30,     0.08,     0.09,     8.10,     5.75,     3.09,     1.57 , 0
HD_2857,2527043140743265664,  9.9367247, 10.0378218,  9.7242565,  0.3135653,NOT_AVAILABLE,      0,True, 52, 52,2857.fits.csv,OK,  0,  2999.86,     0.25,  3066.11,   146.68,    66.38,    77.27,    58.45 , 1
HD_28978,3282524177258336512,  5.6662173,  5.6923218,  5.5888138,  0.1035080,NOT_AVAILABLE,      0,True, 62, 56,28978.fits.csv,OK,  0,     1.04,     0.04,     0.05,     8.58,     8.54,     2.23,     1.70 , 0
HD_2952,418206501834841600,  5.6511397,  6.1635070,  4.9786615,  1.1848454,NOT_AVAILABLE,      0,True, 68, 64,2952.fits.csv,Planet,  0,     1.11,     0.06,     0.04,     6.85,     6.71,     0.71,     0.84 , 0
HD_29574,3174810211405980032,  7.7976031,  8.5927992,  6.9176750,  1.6751242,NOT_AVAILABLE,      0,True, 62, 58,29574.fits.csv,VAR,  0, 11886.55,     0.64,  6433.79,    96.11,    42.16,    43.77,    44.32 , 1
HD_29613,3174118893469667328,  5.1486077,  5.6943011,  4.4558249,  1.2384763,NOT_AVAILABLE,      0,True, 54, 50,29613.fits.csv,OK,  0,     1.13,     0.10,     0.06,    11.48,    10.93,     1.34,     0.94 , 0
HD_29645,175618983647633920,  5.8322744,  6.1208940,  5.3788934,  0.7420006,NOT_AVAILABLE,      0,True, 56, 56,29645.fits.csv,OK,  0,     0.95,     0.05,     0.04,     9.59,     9.29,     0.97,     1.96 , 0
HD_29763,146483849657244928,  4.3216267,  4.1778107,  4.3447695, -0.1669588,NOT_AVAILABLE,      0,True, 34, 30,29763.fits.csv,SAT_BIN,  0,     1.03,     0.06,     0.07,     3.00,     2.53,     2.51,     1.47 , 0
HD_30562,3188395880157173120,  5.6183434,  5.9314270,  5.1397080,  0.7917190,NOT_AVAILABLE,      0,True, 35, 33,30562.fits.csv,Planet,  0,     1.08,     0.06,     0.05,     7.55,     7.15,     1.36,     1.31 , 0
HD_30614,482818271843093376,  4.2128644,  4.2284613,  4.1490684,  0.0793929,NOT_AVAILABLE,      0,True, 50, 47,30614.fits.csv,SAT_BS,  0,     1.02,     0.03,     0.04,     7.79,     7.75,     2.80,     4.51 , 0
HD_30652,3288921720025503360,  3.0879216,  3.5139661,  2.7081478,  0.8058183,NOT_AVAILABLE,      0,True, 41, 41,30652.fits.csv,SAT,  0,     0.97,     0.11,     0.10,     7.16,     6.68,     5.56,     1.84 , 0
HD_30739,3289827339649866880,  4.3418336,  4.3401723,  4.2745948,  0.0655775,NOT_AVAILABLE,      0,True, 45, 40,30739.fits.csv,OK,  0,     1.04,     0.04,     0.05,     8.14,     8.25,     3.74,     2.10 , 0
HD_30743,3179824465465177984,  6.1535773,  6.3823910,  5.7584658,  0.6239252,NOT_AVAILABLE,      0,True, 59, 54,30743.fits.csv,OK,  0,     1.01,     0.04,     0.04,     7.25,     7.28,     2.40,     1.41 , 0
HD_30812,3229826096767759360,  6.9776568,  7.5085917,  6.2901635,  1.2184281,NOT_AVAILABLE,      0,True, 41, 41,30812.fits.csv,OK,  0,     1.00,     0.04,     0.04,     6.72,     6.72,     0.69,     0.80 , 0
HD_30814,2981103853463479040,  4.7697148,  5.2634816,  4.1158075,  1.1476741,NOT_AVAILABLE,      0,True, 47, 42,30814.fits.csv,OK,  0,     1.16,     0.04,     0.04,     8.39,     8.38,     0.55,     0.92 , 0
HD_30834,198271397081746560,  4.2805309,  5.0386100,  3.4402301,  1.5983799,NOT_AVAILABLE,      0,True, 40, 38,30834.fits.csv,OK,  0,  4347.88,     0.40,     0.36,    81.53,    81.36,     2.50,   108.94 , 1
HD_31295,3294429586086462848,  4.6363325,  4.6684756,  4.5409122,  0.1275635,NOT_AVAILABLE,      0,True, 62, 54,31295.fits.csv,OK,  0,     1.09,     0.06,     0.08,    11.76,    11.03,     7.49,     2.53 , 0
HD_31421,3296329370379163520,  3.7191608,  4.3449140,  2.9813063,  1.3636076,NOT_AVAILABLE,      0,True, 41, 44,31421.fits.csv,SAT,  0,     1.02,     0.05,     0.05,    10.45,    10.45,     1.61,     0.87 , 0
HD_31996,2987082722815713792,  6.0114017,  8.0788908,  4.5987110,  3.4801798,VARIABLE,      0,True, 44, 44,31996.fits.csv,OK,  0,    99.99,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00 , 9
HD_32147,3211461469444773376,  5.8864918,  6.4363804,  5.1868930,  1.2494874,NOT_AVAILABLE,      0,True, 45, 40,32147.fits.csv,OK,  0,     1.07,     0.08,     0.05,     9.22,     9.08,     0.78,     1.00 , 0
HD_32356,285506409111263488,  5.5160899,  6.2578049,  4.6814351,  1.5763698,NOT_AVAILABLE,      1,True, 40, 37,32356.fits.csv,OK,  0,     1.01,     0.05,     0.05,    10.38,    10.38,     1.01,     0.82 , 0
HD_3268,2778942732134817408,  6.2010870,  6.4519892,  5.7819462,  0.6700430,NOT_AVAILABLE,      0,True, 42, 42,3268.fits.csv,OK,  0,  1566.16,     0.20,     0.18,    57.11,    57.03,     1.30,    76.72 , 1
HD_32736,3228743421412376704,  4.5757837,  6.3317599,  3.3593097,  2.9724503,VARIABLE,      0,True, 44, 44,32736.fits.csv,OK,  0,    99.99,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00,   -20.00 , 9
HD_32923,3407611182744289152,  4.7324567,  5.0766611,  4.2325964,  0.8440647,NOT_AVAILABLE,      0,True, 26, 24,32923.fits.csv,DMS,  0,     0.93,     0.07,     0.04,     6.09,     5.05,     1.07,     1.48 , 0
HD_33111,3211922645854328832,  2.7777147,  3.0676498,  2.6321695,  0.4354804,NOT_AVAILABLE,      0,True, 22, 21,33111.fits.csv,SAT,  0,     1.20,     0.14,     0.19,     6.77,     6.28,     8.36,     1.44 , 0
HD_33256,3212075924646082176,  4.9814367,  5.2263784,  4.5947251,  0.6316533,NOT_AVAILABLE,      0,True, 63, 58,33256.fits.csv,OK,  0,     1.09,     0.05,     0.06,     9.58,     8.96,     2.90,     1.00 , 0
HD_33276,3392331785048050176,  4.7128143,  4.8935795,  4.4227815,  0.4707980,NOT_AVAILABLE,      0,True, 31, 30,33276.fits.csv,DMS,  0,     0.94,     0.06,     0.04,     6.36,     4.96,     1.29,     1.28 , 0
HD_3360,418001477279154304,  3.6643620,  3.5528686,  3.8135638, -0.2606952,NOT_AVAILABLE,      0,True, 56, 65,3360.fits.csv,SAT_VAR,  0,   844.28,     0.13,     0.17,    76.03,    75.84,     4.18,   103.04 , 1
HD_33608,3214665240169427072,  5.7853374,  6.0110393,  5.4075017,  0.6035376,NOT_AVAILABLE,      0,True, 34, 29,33608.fits.csv,OK,  0,     0.99,     0.04,     0.03,     8.94,     8.88,     0.98,     1.56 , 0
HD_33751,3227591545542800000,  7.3843355,  7.8780456,  6.7302222,  1.1478233,NOT_AVAILABLE,      0,True, 47, 44,33751.fits.csv,OK,  0,  6165.99,     0.45,  4902.68,    97.21,    20.03,    17.84,    21.44 , 1
HD_338529,2024645246873799040,  9.2366371,  9.4583530,  8.8457060,  0.6126471,NOT_AVAILABLE,      0,True, 36, 35,338529.fits.csv,OK,  0,     2.50,     0.40,     0.67,    59.72,    29.86,    42.34,     9.30 , 0
HD_33904,2983168461421919488,  3.2917867,  3.4062672,  3.3152311,  0.0910361,NOT_AVAILABLE,      0,True, 30, 30,33904.fits.csv,SAT_VAR_BIN,  0,     1.05,     0.10,     0.11,     6.64,     6.78,     5.82,     2.23 , 0
HD_33959_A,180702438220217344,  4.9458327,  5.0656023,  4.7183595,  0.3472428,NOT_AVAILABLE,      0,True, 42, 37,33959.fits.csv,VAR,  0,     0.79,     0.16,     0.13,    15.96,     8.15,     5.12,     2.55 , 0
HD_34255,285884228793937280,  4.9249687,  5.8842683,  3.9655743,  1.9186940,NOT_AVAILABLE,      0,True, 39, 39,34255.fits.csv,RSG,  0,     1.12,     0.11,     0.06,     8.50,     8.32,     1.14,     0.82 , 0
HD_34334,181124307088367232,  4.1161952,  4.7994523,  3.3205819,  1.4788704,NOT_AVAILABLE,      0,True, 22, 23,34334.fits.csv,BIN,  0,  7315.00,     0.46,  5648.20,   110.77,    18.28,    17.09,    20.41 , 1
HD_34411,188771135583573504,  4.5258846,  4.8482485,  4.0574579,  0.7907906,NOT_AVAILABLE,      0,True, 47, 42,34411.fits.csv,OK,  0,     0.91,     0.09,     0.05,    10.08,     9.10,     1.29,     1.71 , 0
