UVES_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,namecsv,SIMBAD,bestfitFLAG,ratioR,chiT,chiTadj,rchi2,rchi2adj,rchi2Badj,rchi2Radj
HD000142,4976894960284258048,  5.5867019,  5.8390980,  5.1695895,  0.6695085,NOT_AVAILABLE,      1,true, 80, 71,HD000142.fits.csv,CRO,  0,   1.00,   0.03,   0.03,   5.14,   4.97,   5.06,   4.94
HD000739,2309813109479463040,  5.1205902,  5.3561015,  4.7467022,  0.6093993,NOT_AVAILABLE,      0,true, 30, 25,HD000739.fits.csv,OK,  0,   1.01,   0.03,   0.02,   3.24,   2.85,   3.06,   2.71
HD001581,4900108950849461248,  4.0735102,  4.3694768,  3.6002007,  0.7692761,NOT_AVAILABLE,      0,true, 34, 33,HD001581.fits.csv,OK,  0,   0.99,   0.05,   0.05,   5.28,   5.50,   7.71,   3.06
HD002151,4683897617110115200,  2.6807318,  3.2956264,  2.3714890,  0.9241374,NOT_AVAILABLE,      0,true, 19, 19,HD002151.fits.csv,SAT,  0,   0.83,   0.25,   0.15,  14.43,   5.11,   6.58,   3.72
HD003158,4925088171405735680,  5.4478850,  5.6896901,  5.0534110,  0.6362791,NOT_AVAILABLE,      0,true, 45, 44,HD003158.fits.csv,OK,  0,   1.03,   0.03,   0.02,   4.78,   3.32,   3.71,   3.01
HD007312,4988805179472314368,  5.8937402,  6.0265598,  5.6365094,  0.3900504,NOT_AVAILABLE,      0,true, 50, 42,HD007312.fits.csv,VAR,  0,   1.04,   0.04,   0.03,   5.88,   4.69,   3.73,   5.31
HD007570,4934923028038871296,  4.8279195,  5.1077824,  4.3799143,  0.7278681,NOT_AVAILABLE,      0,true, 69, 63,HD007570.fits.csv,OK,  0,   1.06,   0.04,   0.04,   6.21,   5.73,   6.70,   3.90
HD010361,4911306239828325760,  5.6254873,  6.0899978,  4.9957995,  1.0941982,NOT_AVAILABLE,      0,true, 40, 39,HD010361.fits.csv,BIN,  0,   0.99,   0.03,   0.03,   4.83,   4.58,   6.58,   2.24
HD010647,4912580642524184960,  5.3831091,  5.6573124,  4.9468093,  0.7105031,NOT_AVAILABLE,      0,true, 46, 42,HD010647.fits.csv,OK,  0,   0.98,   0.04,   0.04,   3.87,   3.87,   4.18,   3.66
HD010840,4712976435488313216,  6.7669010,  6.7260513,  6.8082199, -0.0821686,VARIABLE,      0,true, 41, 41,HD010840.fits.csv,VAR,  0,   1.04,   0.04,   0.04,   2.69,   2.66,   3.58,   1.73
HD011171,2461043306017773696,  4.5682287,  4.7434058,  4.2835884,  0.4598174,NOT_AVAILABLE,      0,true, 34, 28,HD011171.fits.csv,OK,  0,   1.03,   0.04,   0.03,   5.32,   4.18,   4.30,   4.11
HD011643,4961654629610389376,  5.7876740,  6.3404908,  5.0844045,  1.2560863,NOT_AVAILABLE,      0,true, 71, 67,HD011643.fits.csv,OK,  0,   0.99,   0.03,   0.03,   8.06,   8.08,   9.88,   6.43
HD012642,2492286341237939328,  4.9186435,  5.8807068,  3.9409704,  1.9397364,NOT_AVAILABLE,      0,true, 21, 21,HD012642.fits.csv,OK,  0,   1.00, -20.00, -20.00,   2.61,   2.61,   2.61,   2.61
HD014802,5119953517683718400,  5.0178437,  5.3485856,  4.5391221,  0.8094635,NOT_AVAILABLE,      0,true, 32, 28,HD014802.fits.csv,OK,  0,   1.03,   0.04,   0.03,   4.72,   3.49,   4.82,   2.01
HD018242,4748477123328077696,  6.1172471,  8.9096508,  3.3091843,  5.6004667,NOT_AVAILABLE,      0,true, 33, 34,HD018242.fits.csv,VAR,  0,   0.00, 389.67,   0.39, 558.19,   2.73,   4.04,   0.91
HD018466,5065109121778224768,  6.1526999,  6.4137325,  5.7097917,  0.7039409,NOT_AVAILABLE,      0,true, 69, 68,HD018466.fits.csv,OK,  1,   1.00,   0.04,   0.04,   6.06,   5.57,   7.65,   3.37
HD018692,5073246882211822720,  5.5986996,  5.8002748,  5.2539258,  0.5463490,NOT_AVAILABLE,      0,true, 44, 40,HD018692.fits.csv,OK,  0,   0.96,   0.04,   0.05,   5.52,   4.19,   5.27,   3.20
HD020010,5059348952161258624,  3.8014393,  4.0820661,  3.3602977,  0.7217684,NOT_AVAILABLE,      0,true,109,107,HD020010.fits.csv,SAT,  0,   0.99,   0.05,   0.04,   7.14,   5.51,   6.75,   4.40
HD020234,4727337637895749888,  4.5381293,  5.9362240,  3.4171982,  2.5190258,VARIABLE,      0,true, 49, 49,HD020234.fits.csv,C,  0,   1.05,   0.12,   0.12,   6.95,   6.64,   7.38,   6.08
HD020807,4722135642226902656,  5.0796084,  5.3797417,  4.5940652,  0.7856765,NOT_AVAILABLE,      0,true, 42, 44,HD020807.fits.csv,DMS,  0,   1.03,   0.04,   0.03,   4.37,   2.89,   3.43,   2.46
HD021423,4860808694421129600,  6.3848500,  6.4128122,  6.3074155,  0.1053967,NOT_AVAILABLE,      0,true, 54, 50,HD021423.fits.csv,VAR,  0,   1.00,   0.04,   0.04,   4.45,   4.50,   5.07,   4.06
HD024616,5084391257193086336,  6.4524870,  6.8834033,  5.8414974,  1.0419059,NOT_AVAILABLE,      0,true, 55, 51,HD024616.fits.csv,OK,  0,   1.02,   0.03,   0.03,   4.18,   4.21,   5.96,   2.26
HD026612,4840555106121661952,  4.7767110,  5.0161333,  4.5301957,  0.4859376,NOT_AVAILABLE,      0,true, 33, 29,HD026612.fits.csv,DMS,  0,   0.97,   0.04,   0.04,   3.92,   3.94,   3.38,   4.32
HD027256,4676528209144882304,  3.1259058,  3.7202733,  2.5713940,  1.1488793,NOT_AVAILABLE,      0,true, 48, 48,HD027256.fits.csv,SAT,  0,   1.01,   0.10,   0.10,   3.53,   3.32,   4.43,   2.21
HD027411,4897544649215563008,  6.0422902,  6.1643109,  5.8113871,  0.3529239,NOT_AVAILABLE,      0,true, 54, 49,HD027411.fits.csv,OK,  0,   0.96,   0.05,   0.05,   8.88,   6.48,   7.61,   5.56
HD029138,4615219578218188928,  7.1553926,  7.0977821,  7.2051678, -0.1073856,NOT_AVAILABLE,      0,true, 35, 35,HD029138.fits.csv,OK,  0,   1.02,   0.04,   0.03,   2.79,   1.80,   2.01,   1.63
HD030562,3188395880157173120,  5.6183434,  5.9314270,  5.1397080,  0.7917190,NOT_AVAILABLE,      0,true, 35, 33,HD030562.fits.csv,OK,  0,   1.20,   0.09,   0.07,  17.52,  11.45,  14.30,   8.80
HD030677,3289656915346252032,  6.8133602,  6.7746882,  6.8239717, -0.0492835,NOT_AVAILABLE,      0,true, 45, 39,HD030677.fits.csv,OK,  0,   1.03,   0.04,   0.04,   2.99,   3.37,   4.72,   1.82
HD032667,2960561059245715968,  5.5735912,  5.6118627,  5.4823771,  0.1294856,NOT_AVAILABLE,      0,true, 54, 45,HD032667.fits.csv,OK,  0,   1.01,   0.04,   0.04,   5.79,   5.68,   4.45,   6.45
HD033256,3212075924646082176,  4.9814367,  5.2263784,  4.5947251,  0.6316533,NOT_AVAILABLE,      0,true, 63, 58,HD033256.fits.csv,OK,  0,   1.06,   0.04,   0.03,   7.32,   5.96,   7.17,   4.93
HD034055,3215512718819788288,  5.1974483,  7.0940337,  3.8719182,  3.2221155,VARIABLE,      0,true, 31, 31,HD034055.fits.csv,VAR,  0,   0.74,   0.33,   0.13,  21.90,  10.58,  13.12,   8.35
HD034295,2954791234539940864,  7.1040926,  7.2148905,  6.8853512,  0.3295393,NOT_AVAILABLE,      0,true, 54, 48,HD034295.fits.csv,OK,  0,   0.99,   0.04,   0.03,   4.39,   3.79,   4.55,   3.16
HD035072,4772547941122028672,  5.3059335,  5.5692797,  4.8924637,  0.6768160,NOT_AVAILABLE,      0,true, 24, 22,HD035072.fits.csv,OK,  0,   1.10,   0.06,   0.05,   7.58,   5.66,   6.07,   5.37
HD036646,3217181124645104384,  6.7397957,  6.5175104,  6.6791391, -0.1616287,VARIABLE,      0,true, 31, 30,HD036646.fits.csv,BIN,  0,   0.95,   0.07,   0.09,   2.70,   2.02,   3.02,   0.66
HD036861,3337991583943473280,  3.5281031,  3.4947097,  3.6371272, -0.1424174,NOT_AVAILABLE,      0,true, 29, 29,HD036861.fits.csv,BIN,  0,   0.91,   0.17,   0.08,  12.09,   3.44,   4.69,   2.14
HD036959,3017187866581306368,  5.6786079,  5.5113807,  5.8332291, -0.3218484,NOT_AVAILABLE,      0,true, 39, 37,HD036959.fits.csv,YSO,  0,   1.02,   0.04,   0.03,   2.66,   2.01,   2.71,   1.31
HD037055,3215970150016618880,  6.3937335,  6.2997856,  6.4788766, -0.1790910,VARIABLE,      0,true, 31, 30,HD037055.fits.csv,CRO,  0,   0.99,   0.05,   0.05,   2.72,   2.64,   3.26,   2.09
HD037227,4766376347995853056,  6.6701565,  6.8488731,  6.3479643,  0.5009089,NOT_AVAILABLE,      0,true, 24, 23,HD037227.fits.csv,OK,  1,   1.01,   0.03,   0.03,   2.96,   2.98,   3.03,   2.96
HD037490,3224479171721217280,  4.4665771,  4.4311452,  4.5073137, -0.0761685,NOT_AVAILABLE,      0,true, 38, 37,HD037490.fits.csv,Be,  0,   1.01,   0.04,   0.04,   2.31,   2.34,   3.01,   1.65
HD037495,2907306935108521088,  5.1550131,  5.4018888,  4.7645097,  0.6373792,NOT_AVAILABLE,      0,true, 41, 37,HD037495.fits.csv,OK,  0,   0.98,   0.03,   0.03,   5.39,   4.53,   5.10,   4.10
HD037811,2901273846086933888,  5.2005048,  5.6592484,  4.5899615,  1.0692868,NOT_AVAILABLE,      0,true, 32, 28,HD037811.fits.csv,OK,  0,   1.02,   0.03,   0.03,   3.65,   3.60,   4.12,   3.19
HD038393,2964000159821218432,  3.4768231,  3.7968590,  3.0440361,  0.7528229,NOT_AVAILABLE,      0,true, 60, 61,HD038393.fits.csv,SAT,  0,   1.03,   0.07,   0.06,   6.56,   4.84,   6.64,   2.87
HD039060,4792774797545800832,  3.8232422,  3.9215844,  3.6601520,  0.2614324,NOT_AVAILABLE,      0,true, 25, 25,HD039060.fits.csv,SAT,  0,   0.89,   0.09,   0.08,  12.74,   4.41,   3.53,   4.96
HD040136,2995725777563537792,  3.6358559,  3.8544617,  3.3150194,  0.5394423,NOT_AVAILABLE,      0,true, 37, 37,HD040136.fits.csv,SAT,  0,   1.08,   0.07,   0.05,   8.92,   4.20,   4.26,   4.18
HD042682,5572962581890940160,  4.4809070,  5.7753429,  3.3500657,  2.4252772,VARIABLE,      0,true, 25, 25,HD042682.fits.csv,VAR,  0,   0.98,   0.06,   0.06,   5.75,   5.57,   7.86,   2.96
HD045725,3006953165675574272,  4.5395288,  4.5008135,  4.5559583, -0.0551448,NOT_AVAILABLE,      0,true, 36, 34,HD045725.fits.csv,Be,  0,   0.53,   1.15,   0.15,  79.53,   8.46,  11.55,   5.24
HD046185,2952064789303651200,  6.7702756,  6.6724734,  6.9206581, -0.2481847,VARIABLE,      0,true, 44, 40,HD046185.fits.csv,OK,  0,   0.98,   0.04,   0.05,   2.60,   2.22,   2.58,   1.92
HD046462,5580297801916850048,  7.6450057,  7.4623208,  7.5898757, -0.1275549,VARIABLE,      0,true, 37, 37,HD046462.fits.csv,VAR,  0,   0.99,   0.05,   0.05,   1.62,   1.67,   2.41,   0.72
HD047116,2923818473022846976,  7.6994090,  7.6800280,  7.7057886, -0.0257607,VARIABLE,      0,true, 63, 58,HD047116.fits.csv,OK,  0,   1.00,   0.05,   0.05,   5.75,   5.16,   6.26,   4.17
HD047306,5501284972198817536,  4.3258247,  4.3454027,  4.2684822,  0.0769205,NOT_AVAILABLE,      0,true, 29, 24,HD047306.fits.csv,OK,  0,   1.05,   0.04,   0.03,   5.62,   3.98,   3.16,   4.49
HD049131,5584339709742678528,  5.7385941,  5.5943313,  5.8250618, -0.2307305,VARIABLE,      0,true, 35, 34,HD049131.fits.csv,Be,  0,   1.17,   0.09,   0.10,   1.73,   1.31,   1.82,   0.76
HD049333,2926942116843379968,  6.0388002,  5.9498491,  6.1676092, -0.2177601,VARIABLE,      0,true, 86, 79,HD049333.fits.csv,VAR,  0,   0.99,   0.04,   0.04,   4.83,   4.75,   4.74,   4.77
HD049888,2952758856018716288,  7.2744842,  7.1990905,  7.3648334, -0.1657429,NOT_AVAILABLE,      0,true, 35, 35,HD049888.fits.csv,BS,  0,   1.00,   0.14,   0.08,   4.52,   2.70,   2.35,   3.19
HD050896,2922367976673391232,  6.5831623,  6.5606937,  6.5309567,  0.0297370,VARIABLE,      0,true, 67, 64,HD050896.fits.csv,WR,  0,   1.02,   0.23,   0.23,  12.13,  12.03,  13.54,  10.79
HD051876,2947766145514856064,  7.1079798,  7.0634327,  7.1491551, -0.0857224,NOT_AVAILABLE,      0,true, 75, 67,HD051876.fits.csv,OK,  0,   0.85,   0.06,   0.06,  11.05,   9.50,   3.72,  14.39
HD055892,5509770796785820416,  4.3830099,  4.5710940,  4.0772033,  0.4938908,NOT_AVAILABLE,      0,true, 26, 23,HD055892.fits.csv,VAR,  0,   1.04,   0.04,   0.03,   4.43,   2.46,   3.02,   1.96
HD057167,3030977013710528768,  5.6195521,  5.7862020,  5.2971487,  0.4890532,VARIABLE,      0,true, 31, 31,HD057167.fits.csv,EB,  0,   1.01,   0.04,   0.04,   3.60,   2.86,   2.16,   3.30
HD058343,3028075299446506880,  5.1530871,  5.1135283,  5.0956669,  0.0178614,VARIABLE,      0,true, 37, 37,HD058343.fits.csv,Be,  0,   1.00,   0.15,   0.14,   4.21,   3.82,   5.88,   0.56
HD058377,5605851482951097600,  6.7541122,  6.6706057,  6.8708057, -0.2002001,NOT_AVAILABLE,      0,true, 49, 40,HD058377.fits.csv,OK,  1,   1.00,   0.03,   0.04,   3.25,   3.10,   3.43,   2.86
HD058978,5618635367207942400,  5.5251842,  5.4876404,  5.5085173, -0.0208769,NOT_AVAILABLE,      0,true, 59, 53,HD058978.fits.csv,Be,  0,   1.00,   0.03,   0.03,   3.89,   4.28,   4.22,   4.33
HD059468,5493588665684618752,  6.5475388,  6.8943577,  6.0285997,  0.8657579,NOT_AVAILABLE,      0,true, 36, 36,HD059468.fits.csv,OK,  1,   1.00,   0.03,   0.03,   3.26,   3.44,   4.79,   1.97
HD059967,5586381090520538880,  6.5029130,  6.8193164,  6.0125165,  0.8067999,NOT_AVAILABLE,      0,true, 39, 35,HD059967.fits.csv,OK,  1,   0.99,   0.03,   0.03,   2.63,   2.72,   3.70,   1.70
HD060498,5591877995828084992,  7.3154683,  7.2384462,  7.4261007, -0.1876545,NOT_AVAILABLE,      0,true, 46, 42,HD060498.fits.csv,OK,  0,   0.96,   0.04,   0.04,   4.19,   3.20,   3.76,   2.74
HD061429,5614158258941878144,  4.6574612,  4.6012144,  4.6913428, -0.0901284,VARIABLE,      0,true, 59, 51,HD061429.fits.csv,EB,  0,   1.07,   0.05,   0.04,   9.50,   5.19,   5.24,   5.18
HD062623,5599824647403389952,  3.8961058,  4.0206289,  3.6194382,  0.4011908,NOT_AVAILABLE,      0,true, 44, 42,HD062623.fits.csv,ESG,  0,   1.07,   0.06,   0.03,   8.25,   4.23,   3.56,   4.69
HD062714,5487758058599409920,  7.2385421,  7.1938357,  7.2873335, -0.0934978,VARIABLE,      0,true, 31, 32,HD062714.fits.csv,VAR,  0,   0.99,   0.05,   0.05,   3.26,   2.72,   3.36,   2.14
HD063077,5588607120530408832,  5.1940136,  5.5013371,  4.7056036,  0.7957335,NOT_AVAILABLE,      0,true, 42, 40,HD063077.fits.csv,OK,  0,   1.04,   0.04,   0.03,   3.55,   2.25,   2.78,   1.76
HD064972,5600487068801314048,  7.1653118,  7.0993872,  7.2464490, -0.1470618,NOT_AVAILABLE,      0,true, 57, 55,HD064972.fits.csv,VAR,  0,   1.00,   0.03,   0.03,   3.02,   3.03,   3.04,   3.03
HD065810,5714859436545926016,  4.5920415,  4.6248655,  4.4715247,  0.1533408,NOT_AVAILABLE,      0,true, 39, 34,HD065810.fits.csv,OK,  1,   1.01,   0.05,   0.04,   5.40,   4.71,   3.68,   5.36
HD065925,5537802295990019968,  5.1851730,  5.3244252,  4.7729025,  0.5515227,NOT_AVAILABLE,      0,true, 31, 29,HD065925.fits.csv,DMS,  0,   1.28,   0.11,   0.16,  12.65,   6.59,   9.34,   3.34
HD066698,5597444857563449600,  7.7280359,  7.7106552,  7.7129788, -0.0023236,VARIABLE,      0,true, 61, 58,HD066698.fits.csv,VAR,  0,   0.99,   0.04,   0.04,   4.26,   4.25,   4.53,   4.05
